ID,actual_productivity
TEST_0108,0.35928242184658377
TEST_0109,0.5893843336879974
TEST_0110,0.5008846341282668
TEST_0111,0.3155047738618929
TEST_0112,0.7113581813821969
TEST_0113,0.35315950377578
TEST_0114,0.4526786660837063
TEST_0115,0.36467978157624126
TEST_0116,0.5552022740850135
TEST_0117,0.5737476639042504
TEST_0118,0.5219903292937286
TEST_0119,0.5988933410372814
TEST_0120,0.7536081683761652
TEST_0121,0.7260519817079428
TEST_0122,0.7395332451218785
TEST_0123,0.7128276421470412
TEST_0124,0.6062526925459846
TEST_0125,0.5823945081046572
TEST_0126,0.6156411634158899
TEST_0127,0.6131761310751535
TEST_0128,0.7466065042348577
TEST_0129,0.7669127742150743
TEST_0130,0.7789431683506041
TEST_0131,0.7779244476611763
TEST_0132,0.6478326879823297
TEST_0133,0.6479725258960395
TEST_0134,0.6561560418916847
TEST_0135,0.6558008098395667
TEST_0136,0.7229348242418888
TEST_0137,0.7221225702501515
TEST_0138,0.722081585521409
TEST_0139,0.6744921995791133
TEST_0140,0.6335751031918939
TEST_0141,0.7219464282978713
TEST_0142,0.7358490497758652
TEST_0143,0.6507217632226909
TEST_0144,0.489512170297955
TEST_0145,0.4181991943191418
TEST_0146,0.4955804795618891
TEST_0147,0.5737973053153995
TEST_0148,0.7729528982668659
TEST_0149,0.7730228172237207
TEST_0150,0.7643116370499029
TEST_0151,0.7615411684764005
TEST_0152,0.7870137830865287
TEST_0153,0.5826236722241755
TEST_0154,0.7400587353888067
TEST_0155,0.6922317158902989
TEST_0156,0.6064067057724084
TEST_0157,0.7041267394435987
TEST_0158,0.6947948540639021
TEST_0159,0.6548537793127326
TEST_0160,0.7127086656239585
TEST_0161,0.7640866961628778
TEST_0162,0.7395612074216495
TEST_0163,0.7244749981649927
TEST_0164,0.7869206534211168
TEST_0165,0.7446874516513361
TEST_0166,0.7549416101257067
TEST_0167,0.7812829572096129
TEST_0168,0.6393087323539515
TEST_0169,0.695817413503474
TEST_0170,0.6197075124551736
TEST_0171,0.5987766540538777
TEST_0172,0.6716762275561916
TEST_0173,0.7733612237221269
TEST_0174,0.6992010093714042
TEST_0175,0.7770229442147729
TEST_0176,0.7666170861591626
TEST_0177,0.7327143673824821
TEST_0178,0.7530791498529475
TEST_0179,0.7075037833720742
TEST_0180,0.6106426881866986
TEST_0181,0.4845845419447939
TEST_0182,0.5309627912569095
TEST_0183,0.5865298275766344
TEST_0184,0.5196654849309964
TEST_0185,0.42165636563770825
TEST_0186,0.4921546940423765
TEST_0187,0.6164398231494541
TEST_0188,0.5733953160114053
TEST_0189,0.6371844787585221
TEST_0190,0.5368232254597943
TEST_0191,0.5501746080428135
TEST_0192,0.5680644623153271
TEST_0193,0.467409289974787
TEST_0194,0.4530168205276741
TEST_0195,0.4528557914881875
TEST_0196,0.513933752499182
TEST_0197,0.5794467654671519
TEST_0198,0.5085240903493804
TEST_0199,0.5154408135807117
TEST_0200,0.42470639699518825
TEST_0201,0.5640869040620263
TEST_0202,0.4169603914312219
TEST_0203,0.49969739407177377
TEST_0204,0.5216442026087957
TEST_0205,0.45957004512249716
TEST_0206,0.5294542749847584
TEST_0207,0.5147610741088273
TEST_0208,0.5476258213799894
TEST_0209,0.5236653173322254
TEST_0210,0.6064005481677639
TEST_0211,0.441470844280591
TEST_0212,0.45444958942794644
TEST_0213,0.454248436451229
TEST_0214,0.520023670765294
TEST_0215,0.4539858520612491
TEST_0216,0.7033225978229455
TEST_0217,0.7309266135365011
TEST_0218,0.7050852893945209
TEST_0219,0.7480483996321987
TEST_0220,0.7082092468132436
TEST_0221,0.5244929034065438
TEST_0222,0.619085389627189
TEST_0223,0.46748564116578506
TEST_0224,0.5027363596429673
TEST_0225,0.37077350388711394
TEST_0226,0.4322465739727789
TEST_0227,0.5431836581298861
TEST_0228,0.6270055975705706
TEST_0229,0.7340763115281242
TEST_0230,0.7037414381243663
TEST_0231,0.29034016085545067
TEST_0232,0.7013968200598146
TEST_0233,0.7021999994387231
TEST_0234,0.6804297471183174
TEST_0235,0.6794572878886787
TEST_0236,0.5885222351143186
TEST_0237,0.6159087323284369
TEST_0238,0.4924729742351658
TEST_0239,0.593931600274515
TEST_0240,0.7282165816995407
TEST_0241,0.731527759841487
TEST_0242,0.7689977233683558
TEST_0243,0.7160614204631188
TEST_0244,0.7119739214155217
TEST_0245,0.7588727625794308
TEST_0246,0.7130187635583928
TEST_0247,0.7095124343653816
TEST_0248,0.5546553925308582
TEST_0249,0.7064837360285017
TEST_0250,0.5901596940525666
TEST_0251,0.5556035921791909
TEST_0252,0.7397086824448967
TEST_0253,0.7346127509033467
TEST_0254,0.7581560590914528
TEST_0255,0.7489014800704005
TEST_0256,0.5889121922279921
TEST_0257,0.45379288107064275
TEST_0258,0.5426204825194945
TEST_0259,0.5594722087743309
TEST_0260,0.45699306440657755
TEST_0261,0.4588844122303428
TEST_0262,0.6318261637114171
TEST_0263,0.5544368335919969
TEST_0264,0.7495921987922863
TEST_0265,0.7727740079620171
TEST_0266,0.7169265609312725
TEST_0267,0.7246752600966148
TEST_0268,0.5470162873269475
TEST_0269,0.5335196521220673
TEST_0270,0.4424239411079173
TEST_0271,0.53952501323052
TEST_0272,0.7763199264795876
TEST_0273,0.7386288522822274
TEST_0274,0.7853285485979636
TEST_0275,0.7481778358143475
TEST_0276,0.7956145266971907
TEST_0277,0.7514201446454962
TEST_0278,0.7956145266971907
TEST_0279,0.7497762515848077
TEST_0280,0.7600232210639655
TEST_0281,0.7885957064643131
TEST_0282,0.7637055309600671
TEST_0283,0.7004181721584007
TEST_0284,0.7238149221115574
TEST_0285,0.7154839520335611
TEST_0286,0.7222549180257003
TEST_0287,0.7374762350924973
TEST_0288,0.47157782407653165
TEST_0289,0.4924266621991344
TEST_0290,0.4708835741714268
TEST_0291,0.36757015425133066
TEST_0292,0.7800443571488129
TEST_0293,0.7743582567595231
TEST_0294,0.7483745328583757
TEST_0295,0.7606530318015431
TEST_0296,0.6374885031372338
TEST_0297,0.6050791061471503
TEST_0298,0.5402762170054562
TEST_0299,0.5758490023721679
TEST_0300,0.5737741773569294
TEST_0301,0.693516785788111
TEST_0302,0.6730028830951338
TEST_0303,0.6973208616033021
TEST_0304,0.6227670420787883
TEST_0305,0.5922328304717372
TEST_0306,0.5706494847602253
TEST_0307,0.5790683536439167
TEST_0308,0.5054453872613113
TEST_0309,0.5279243273669321
TEST_0310,0.5827527371990131
TEST_0311,0.6794073347627525
TEST_0312,0.730103536087386
TEST_0313,0.7775425981250971
TEST_0314,0.7158410199597096
TEST_0315,0.7604989433606981
TEST_0316,0.777577111309503
TEST_0317,0.770487665829965
TEST_0318,0.7720109631571561
TEST_0319,0.7695347592066376
TEST_0320,0.6115840092774605
TEST_0321,0.6471182336826464
TEST_0322,0.6863082793467075
TEST_0323,0.7193722985775823
TEST_0324,0.5318425101409036
TEST_0325,0.6382235711097669
TEST_0326,0.6042620781351269
TEST_0327,0.5040558068522554
TEST_0328,0.5563841415538995
TEST_0329,0.7207187901540484
TEST_0330,0.6488538341210022
TEST_0331,0.6718150599554469
TEST_0332,0.6040065075431708
TEST_0333,0.6837458503560436
TEST_0334,0.5205041741180378
TEST_0335,0.6718564741931388
TEST_0336,0.6727909514224988
TEST_0337,0.6764098553860638
TEST_0338,0.6596684926958349
TEST_0339,0.6639606187729241
TEST_0340,0.7794238334424693
TEST_0341,0.7396762553899392
TEST_0342,0.761692408867374
TEST_0343,0.7811853746390751
TEST_0344,0.7364897578940842
TEST_0345,0.7606369243469328
TEST_0346,0.7569320367876582
TEST_0347,0.7561539064613698
TEST_0348,0.6487515270727602
TEST_0349,0.735992630155286
TEST_0350,0.5829643490779232
TEST_0351,0.7364260621991606
TEST_0352,0.709876882634415
TEST_0353,0.7117204932741712
TEST_0354,0.7515264137413049
TEST_0355,0.7338642512077553
TEST_0356,0.657359881470457
TEST_0357,0.7394365470839823
TEST_0358,0.7469051227120413
TEST_0359,0.7234806343357962
TEST_0360,0.7282416281610687
TEST_0361,0.7265515623505441
TEST_0362,0.732333320404803
TEST_0363,0.726227175646636
TEST_0364,0.7259830364981501
TEST_0365,0.7177029001962779
TEST_0366,0.7650982625445123
TEST_0367,0.7212304396923641
TEST_0368,0.7233554069100788
TEST_0369,0.7896754530819854
TEST_0370,0.7197103794524108
TEST_0371,0.7227083754015959
TEST_0372,0.6888372261074676
TEST_0373,0.6197667159995897
TEST_0374,0.679291384092533
TEST_0375,0.6915896606325822
TEST_0376,0.6616535017829815
TEST_0377,0.6725177680385965
TEST_0378,0.5997076221214619
TEST_0379,0.7168318364230817
TEST_0380,0.6184278384092032
TEST_0381,0.7272038012645757
TEST_0382,0.566094613388501
TEST_0383,0.6117993744747596
TEST_0384,0.627856906879238
TEST_0385,0.6766328998263229
TEST_0386,0.6773956335799995
TEST_0387,0.5721409773218404
TEST_0388,0.786747004629276
TEST_0389,0.7948581575831448
TEST_0390,0.7828870075078694
TEST_0391,0.8060665648533999
TEST_0392,0.7697831377066845
TEST_0393,0.7668765844195022
TEST_0394,0.7841282188575305
TEST_0395,0.803074356009118
TEST_0396,0.7319358615356651
TEST_0397,0.7400323746046066
TEST_0398,0.6802307901334799
TEST_0399,0.7143631958014944
TEST_0400,0.43100559053685966
TEST_0401,0.44933954302979595
TEST_0402,0.5061952061256569
TEST_0403,0.6153534888336523
TEST_0404,0.7170348698485247
TEST_0405,0.725454037474797
TEST_0406,0.7264601554156359
TEST_0407,0.6877451351279813
TEST_0408,0.7142479356959035
TEST_0409,0.66782051542289
TEST_0410,0.6906837537843356
TEST_0411,0.7440036280955834
TEST_0412,0.773170161339819
TEST_0413,0.8013335804558833
TEST_0414,0.768836745143668
TEST_0415,0.777940305835706
TEST_0416,0.7535308045317527
TEST_0417,0.7073075259392942
TEST_0418,0.746020073255746
TEST_0419,0.7856112526199154
TEST_0420,0.5990096152699013
TEST_0421,0.714172026785356
TEST_0422,0.7773363501583916
TEST_0423,0.7614788781577567
TEST_0424,0.6426942608948145
TEST_0425,0.6657396693385395
TEST_0426,0.6530522165092429
TEST_0427,0.7012601557660684
TEST_0428,0.6331403030130586
TEST_0429,0.4891657962454502
TEST_0430,0.5629281745676723
TEST_0431,0.5023461692985244
TEST_0432,0.7175972016925425
TEST_0433,0.6320854304349957
TEST_0434,0.641419539808421
TEST_0435,0.6927321064939365
TEST_0436,0.6562272056066583
TEST_0437,0.6292685618121803
TEST_0438,0.5920508804999739
TEST_0439,0.6213574152047784
TEST_0440,0.7735523515335581
TEST_0441,0.6826770363206003
TEST_0442,0.6787994733337708
TEST_0443,0.678313638662823
TEST_0444,0.7336210766733091
TEST_0445,0.7341607846987335
TEST_0446,0.7521522752584284
TEST_0447,0.7356950393287737
TEST_0448,0.5757747119885119
TEST_0449,0.6613917615212749
TEST_0450,0.30560328763536176
TEST_0451,0.6526859686621377
TEST_0452,0.7771549961016395
TEST_0453,0.7859957275214213
TEST_0454,0.7412669883010047
TEST_0455,0.7387538799592326
TEST_0456,0.7185727414741933
TEST_0457,0.712061256685803
TEST_0458,0.715817709029088
TEST_0459,0.7410140859287427
TEST_0460,0.7319933829699732
TEST_0461,0.7041588817522979
TEST_0462,0.700025361405935
TEST_0463,0.7020500388369338
TEST_0464,0.7717301038936868
TEST_0465,0.7730746925788067
TEST_0466,0.7747171276715389
TEST_0467,0.7728119326280455
TEST_0468,0.5677798046065954
TEST_0469,0.7249576974817976
TEST_0470,0.4989849050475021
TEST_0471,0.6602530863349461
TEST_0472,0.5042545961497308
TEST_0473,0.5508215814677755
TEST_0474,0.546625119746779
TEST_0475,0.5944643471955275
TEST_0476,0.610481211196217
TEST_0477,0.7543890366835648
TEST_0478,0.7024684078724694
TEST_0479,0.704338543790178
TEST_0480,0.7348614901672808
TEST_0481,0.6775143757576589
TEST_0482,0.6631921857638707
TEST_0483,0.6903957939078862
TEST_0484,0.5476951071352189
TEST_0485,0.6350495155483977
TEST_0486,0.5641698800289359
TEST_0487,0.6627602282218219
TEST_0488,0.6480780677691309
TEST_0489,0.6478579797441402
TEST_0490,0.7003069043430302
TEST_0491,0.6422446837460123
TEST_0492,0.7678611820351512
TEST_0493,0.7665968809585794
TEST_0494,0.7734405125101024
TEST_0495,0.7683862805732061
TEST_0496,0.7398543920038995
TEST_0497,0.7359479686274172
TEST_0498,0.6508216635384596
TEST_0499,0.6481635175014623
TEST_0500,0.5694230409495009
TEST_0501,0.6657849644384737
TEST_0502,0.7109866533225437
TEST_0503,0.5873357991199369
TEST_0504,0.7912544302833695
TEST_0505,0.7694555949950377
TEST_0506,0.7693045367035718
TEST_0507,0.7792686243004128
TEST_0508,0.7201075753496694
TEST_0509,0.7189324857844628
TEST_0510,0.7314499476770712
TEST_0511,0.7124807704269324
TEST_0512,0.5803176777444068
TEST_0513,0.5622333583512806
TEST_0514,0.6603631373366359
TEST_0515,0.4920013069390943
TEST_0516,0.6926933418504873
TEST_0517,0.7100643657204719
TEST_0518,0.6843315376501633
TEST_0519,0.6912923225275189
TEST_0520,0.8031865722800672
TEST_0521,0.7750439909169274
TEST_0522,0.7699011733405227
TEST_0523,0.7906851033871981
TEST_0524,0.6256121138683552
TEST_0525,0.6345779320293208
TEST_0526,0.6066095749788565
TEST_0527,0.6433507542008747
TEST_0528,0.6009871370612654
TEST_0529,0.5859822532584469
TEST_0530,0.5737464290304045
TEST_0531,0.5690220034135178
TEST_0532,0.5809162766103202
TEST_0533,0.6296457611646702
TEST_0534,0.6564144261247189
TEST_0535,0.6707532703157721
TEST_0536,0.611588433120777
TEST_0537,0.5217196639238482
TEST_0538,0.5515720719235866
TEST_0539,0.5368573150633841
TEST_0540,0.5542984883845233
TEST_0541,0.5865082028908717
TEST_0542,0.6171560873353021
TEST_0543,0.5518802756409356
TEST_0544,0.6861210340366952
TEST_0545,0.6356779347970876
TEST_0546,0.46073974460591544
TEST_0547,0.6644829941120659
TEST_0548,0.5524369503702746
TEST_0549,0.49762784217760125
TEST_0550,0.4901367190120643
TEST_0551,0.4798533114031427
TEST_0552,0.603520730079304
TEST_0553,0.6709818390108212
TEST_0554,0.5700436076659829
TEST_0555,0.6667908404449554
TEST_0556,0.7090029948155836
TEST_0557,0.6086040913358474
TEST_0558,0.5937021100781137
TEST_0559,0.6372611565368564
TEST_0560,0.5833484188140243
TEST_0561,0.6321784120084395
TEST_0562,0.544659648515809
TEST_0563,0.5471257032608647
TEST_0564,0.5624957548949867
TEST_0565,0.7152902935129095
TEST_0566,0.6426130054079182
TEST_0567,0.5241383416933293
TEST_0568,0.5953319616332897
TEST_0569,0.48679134994320566
TEST_0570,0.4674995261808719
TEST_0571,0.6314978707102359
TEST_0572,0.5306247394209133
TEST_0573,0.651514275032846
TEST_0574,0.5270638071011673
TEST_0575,0.5368624469422656
TEST_0576,0.5127920838879385
TEST_0577,0.5988621988885274
TEST_0578,0.5854425151096324
TEST_0579,0.6356339875439703
TEST_0580,0.5688730718357712
TEST_0581,0.5581762936598338
TEST_0582,0.6518556725652207
TEST_0583,0.5496045084254264
TEST_0584,0.5522155796793171
TEST_0585,0.5639761868723682
TEST_0586,0.6464626388515604
TEST_0587,0.5958852821857252
TEST_0588,0.5507200125906049
TEST_0589,0.5496363945394092
TEST_0590,0.4989469608075819
TEST_0591,0.4639878451194054
TEST_0592,0.5183602349261955
TEST_0593,0.6548798490771649
TEST_0594,0.573054073259589
TEST_0595,0.5222020806344048
TEST_0596,0.6454360062117148
TEST_0597,0.5563346110495742
TEST_0598,0.5724886573724964
TEST_0599,0.5724140945317457
TEST_0600,0.7331140692125435
TEST_0601,0.6635788489142087
TEST_0602,0.5101348673467518
TEST_0603,0.48987111597632166
TEST_0604,0.798723431228621
TEST_0605,0.798952345010667
TEST_0606,0.7932765341340535
TEST_0607,0.7506771700489064
TEST_0608,0.7380602888852791
TEST_0609,0.7244651184993325
TEST_0610,0.7394443993262271
TEST_0611,0.7222299673301967
TEST_0612,0.7081562233010336
TEST_0613,0.7078826191936652
TEST_0614,0.6698353450522097
TEST_0615,0.7411000336743422
TEST_0616,0.775548617619633
TEST_0617,0.7648282950436384
TEST_0618,0.7924423110617437
TEST_0619,0.746653366304536
TEST_0620,0.5911463390913874
TEST_0621,0.4708170526073313
TEST_0622,0.4535992938221536
TEST_0623,0.5640901504082831
TEST_0624,0.7681611279319217
TEST_0625,0.7406875983197667
TEST_0626,0.7376779252592961
TEST_0627,0.773330977782627
TEST_0628,0.5835512798247184
TEST_0629,0.507010018024151
TEST_0630,0.5895319278655322
TEST_0631,0.6327614561229529
TEST_0632,0.6374110292773691
TEST_0633,0.5806260592834018
TEST_0634,0.5615869940117709
TEST_0635,0.6617515622439966
TEST_0636,0.71242936957323
TEST_0637,0.41287051484327103
TEST_0638,0.5159578488473887
TEST_0639,0.3055729346076998
TEST_0640,0.740900940026412
TEST_0641,0.8424924142352479
TEST_0642,0.7498003396067957
TEST_0643,0.8411826395331321
TEST_0644,0.7386215069755085
TEST_0645,0.7388480965941083
TEST_0646,0.7061968318909716
TEST_0647,0.7288059834542359
TEST_0648,0.7191901257415276
TEST_0649,0.6101724133034677
TEST_0650,0.7201075753496694
TEST_0651,0.6197656165328809
TEST_0652,0.6874325861458783
TEST_0653,0.6619346243495667
TEST_0654,0.6606030404435148
TEST_0655,0.586372421694519
TEST_0656,0.7514978586641151
TEST_0657,0.7826687793327802
TEST_0658,0.783978271583965
TEST_0659,0.7835927441835092
TEST_0660,0.7789327830985158
TEST_0661,0.7722579192463961
TEST_0662,0.7694062721556646
TEST_0663,0.7854709686895136
TEST_0664,0.5704646996018367
TEST_0665,0.6070373182454674
TEST_0666,0.6686267066013445
TEST_0667,0.7685850327915201
TEST_0668,0.7138992930288437
TEST_0669,0.7135571732628987
TEST_0670,0.7163089886725383
TEST_0671,0.7161786971267166
TEST_0672,0.6917770608207705
TEST_0673,0.7587022218267829
TEST_0674,0.6339903440158816
TEST_0675,0.7226007373750206
TEST_0676,0.7714500547297067
TEST_0677,0.764445191229072
TEST_0678,0.7733751626526495
TEST_0679,0.7470082015543466
TEST_0680,0.6500929566550329
TEST_0681,0.7235959543235194
TEST_0682,0.6839345981771134
TEST_0683,0.6387410619917149
TEST_0684,0.7071636894651532
TEST_0685,0.7877359986760538
TEST_0686,0.7867740491567436
TEST_0687,0.7880404844559058
TEST_0688,0.6051577590846826
TEST_0689,0.6985861694993861
TEST_0690,0.6057103594343454
TEST_0691,0.651173602605289
TEST_0692,0.7880404844559058
TEST_0693,0.6668702694817439
TEST_0694,0.7868439681135985
TEST_0695,0.7708003172729423
TEST_0696,0.5840508817962298
TEST_0697,0.5337382022734548
TEST_0698,0.6217685734907142
TEST_0699,0.5927691554503484
TEST_0700,0.44888074355176755
TEST_0701,0.6342945310754617
TEST_0702,0.6807062335218298
TEST_0703,0.5190521781864307
TEST_0704,0.7184494512071916
TEST_0705,0.5328856367389918
TEST_0706,0.467653784195234
TEST_0707,0.5326718339030638
TEST_0708,0.6874050548802404
TEST_0709,0.7237367814052237
TEST_0710,0.6892811656112574
TEST_0711,0.6855143648620042
TEST_0712,0.7034720760083129
TEST_0713,0.7035993946961865
TEST_0714,0.5945239974128584
TEST_0715,0.6921118554696535
TEST_0716,0.7035993946961865
TEST_0717,0.7035993946961865
TEST_0718,0.6045934427212596
TEST_0719,0.679873296201874
TEST_0720,0.6815441048321127
TEST_0721,0.6311870891875735
TEST_0722,0.6760939927040113
TEST_0723,0.6252746022201221
TEST_0724,0.7310499363716824
TEST_0725,0.7248293501580472
TEST_0726,0.725748329054688
TEST_0727,0.7374849316273697
TEST_0728,0.7193343813706775
TEST_0729,0.7307099135039161
TEST_0730,0.7553929487043833
TEST_0731,0.7509883644494485
TEST_0732,0.7080354075219661
TEST_0733,0.688632330755638
TEST_0734,0.6098041940207259
TEST_0735,0.6382317893359968
TEST_0736,0.6816653571467531
TEST_0737,0.710444538449956
TEST_0738,0.7089115772183502
TEST_0739,0.6928193062862832
TEST_0740,0.6725855806890563
TEST_0741,0.6390889022539351
TEST_0742,0.6423324043096905
TEST_0743,0.6631657458416527
TEST_0744,0.7436472976173131
TEST_0745,0.639120794532405
TEST_0746,0.643486714591618
TEST_0747,0.4471854306537892
TEST_0748,0.7729575808981479
TEST_0749,0.6808304295801333
TEST_0750,0.7749543596937957
TEST_0751,0.6654572600451911
TEST_0752,0.7482055137439263
TEST_0753,0.7152096725810148
TEST_0754,0.4220497453862761
TEST_0755,0.6463321250008127
TEST_0756,0.7019758184861027
TEST_0757,0.7177710450983598
TEST_0758,0.6371468003107758
TEST_0759,0.6580997693309512
TEST_0760,0.5268866234294165
TEST_0761,0.5417269110579704
TEST_0762,0.5434110488796233
TEST_0763,0.3663571952297332
TEST_0764,0.575414611528761
TEST_0765,0.4032270473813839
TEST_0766,0.7263407119001127
TEST_0767,0.48106207730158895
TEST_0768,0.4557206583252961
TEST_0769,0.683473239902127
TEST_0770,0.4508951299004987
TEST_0771,0.6333283295842914
TEST_0772,0.5546027515233997
TEST_0773,0.4604783159322969
TEST_0774,0.5951317238497421
TEST_0775,0.7406920663168703
TEST_0776,0.489576242602085
TEST_0777,0.7287622195629984
TEST_0778,0.542347422785499
TEST_0779,0.748125156006117
TEST_0780,0.7867424728536478
TEST_0781,0.5990383956553939
TEST_0782,0.53843325479819
TEST_0783,0.7464865843029603
TEST_0784,0.6958497832922843
TEST_0785,0.7724488051424442
TEST_0786,0.6774222526878828
TEST_0787,0.5907555059394753
TEST_0788,0.6823467056940669
TEST_0789,0.7493540764141274
TEST_0790,0.6058025478817335
TEST_0791,0.5771763161058496
TEST_0792,0.7229447332188652
TEST_0793,0.7367816679324501
TEST_0794,0.5628230894601347
TEST_0795,0.551191969541353
TEST_0796,0.8029986468717285
TEST_0797,0.7829826278258912
TEST_0798,0.46563011449039077
TEST_0799,0.667177236745458
TEST_0800,0.7659831503422263
TEST_0801,0.5554379051686148
TEST_0802,0.722081585521409
TEST_0803,0.562019863422427
TEST_0804,0.7154974350976882
TEST_0805,0.7956145266971907
TEST_0806,0.6076823029331744
TEST_0807,0.613063697918935
TEST_0808,0.7833372821199084
TEST_0809,0.8339928106431765
TEST_0810,0.782382732010224
TEST_0811,0.5950609958844479
TEST_0812,0.75163277169001
TEST_0813,0.7100953597028125
TEST_0814,0.6659500590486909
TEST_0815,0.7714601242927992
TEST_0816,0.4668431371076869
TEST_0817,0.5469290786690921
